index,track_id,hashtag,instrumentalness,liveness,speechiness,danceability,valence,loudness,tempo,acousticness,energy
1551881,dfd23fc9f701195e2c1b1267af11c58b,rap,0.0,0.0981,0.116,0.755,0.343,-8.526,95.035,0.588,0.432
4513507,77c87692b717d995653ea81367b4d1c3,rap,0.0,0.299,0.246,0.803,0.34,-3.369,87.317,0.142,0.855
1576130,2da3d3a2488230c49b96b937259bd013,rap,0.0,0.0608,0.784,0.628,0.697,-8.744,106.69,0.0852,0.708
1385760,bc06d6d1f9a90585dab621468700f39c,rap,0.0,0.0638,0.424,0.81,0.922,-8.105,159.964,0.0236,0.604
1796908,98a9b5a384d96f7286eab65a4a1c7325,rap,5.18e-05,0.307,0.212,0.748,0.846,-6.457,94.173,0.135,0.756
1692078,df343d2f51c35fcd96cbbdea4131473f,rap,0.0,0.332,0.074,0.695,0.546,-10.085,68.01,0.0545,0.468
2148765,1ac8b32432c10aac576dae7c37a57ef7,rap,0.0,0.208,0.321,0.57,0.601,-4.407,90.728,0.725,0.924
4535757,4dae167dd955fd1aea4c2b4f803ae723,rap,0.0339,0.0467,0.0949,0.78,0.803,-5.377,82.395,0.135,0.754
1367565,d784bdbcdc0b680f00875f64b0aa4348,rap,2.59e-06,0.0805,0.0378,0.652,0.247,-5.318,107.99,0.0807,0.663
1462786,c53f73921de81919d78d5e7e4a447efe,rap,0.0,0.0534,0.252,0.845,0.633,-3.808,116.935,0.138,0.831
1391552,9de6d3c0b7c722134db7c2f534d7a5ae,rap,0.0,0.88,0.2,0.629,0.701,-5.608,91.989,0.0545,0.828
5108757,61b7a69467a62033ebf85ecabb0ee121,rap,0.0,0.0753,0.373,0.865,0.817,-2.813,90.096,0.283,0.73
2144633,ac963d76d9dbc89b6e9e7ac4b96acf8c,rap,0.0746,0.208,0.336,0.383,0.37,-2.853,87.262,0.0255,0.949
1490468,47893f0baf1ccbd0e4bf1a5a4bd27e69,rap,0.0,0.162,0.0648,0.601,0.71,-5.666,83.919,0.00546,0.854
1384084,e9ea110e2d3981ff38b5447d1beaa6fe,rap,3.47e-06,0.134,0.0544,0.47,0.0831,-8.034,122.956,0.015,0.649
1890101,acb585dc374f76efa62ea81c8df4ce71,rap,1e-06,0.123,0.291,0.549,0.386,-5.666,180.25,0.0812,0.691
159236,569ff804dfc28eda4002a7e01031d3ce,rap,0.00403,0.333,0.164,0.749,0.461,-10.625,101.972,0.000501,0.745
1369582,d0c0631a0ac45491a7c60cae48ae0813,rap,0.0,0.0836,0.215,0.784,0.663,-4.303,102.992,0.0505,0.854
1583784,f6da0cc1917e09c3324529e308205abc,rap,0.0,0.217,0.278,0.7,0.402,-4.849,167.105,0.0899,0.759
1563876,1d6ace4bdee41a2e454e6e4cb3446a04,rap,0.0,0.641,0.174,0.779,0.694,-2.524,105.441,0.364,0.943
1585577,e813e3d2538ddd1c49e7a77772f4fe36,rap,3.78e-06,0.0617,0.167,0.552,0.398,-11.791,67.531,0.402,0.403
1556949,243042726460ec34a325de78b64d846e,rap,0.000101,0.194,0.342,0.625,0.547,-4.48,194.083,0.305,0.929
2504569,0e0d379c3872ef9c9bb8c76e7e823afc,rap,0.0,0.83,0.198,0.613,0.346,-5.566,94.957,0.00896,0.94
6209477,e247b27f9bafc109af89a58e03c3398a,rap,0.0,0.495,0.0642,0.717,0.272,-16.159,130.397,0.745,0.109
1423409,a36f546fb68ff61c0feda535e45d6dd2,rap,1.56e-05,0.0922,0.0597,0.697,0.654,-8.437,60.016,0.205,0.452
1663883,254e65b0b83ef6c55b604eb04ff2efb3,rap,3.14e-05,0.305,0.0585,0.634,0.59,-5.663,150.032,0.0203,0.674
1562725,037a399bd929b078d4b4d4cf6f4471a1,rap,0.0,0.0834,0.117,0.935,0.683,-5.402,114.972,0.0083,0.459
1489932,ee0bdf0857283df1f1e38196c70f0216,rap,0.0,0.112,0.0691,0.784,0.542,-3.679,110.004,0.0492,0.85
1836643,4b7649b252ea0614e4bfd9ad1acc4d95,rap,0.0,0.271,0.0435,0.701,0.677,-6.588,91.045,0.286,0.559
1640601,3e099f10da69bc4dbf0bafbb7199c7f6,rap,0.0,0.269,0.0933,0.633,0.771,-5.453,139.985,0.00195,0.887
1347106,5cbb603e6d9c8b1b11f0cac31f856c83,rap,0.0,0.0574,0.148,0.549,0.25,-5.292,137.083,0.148,0.772
1951366,6aeacc9e34972345c6ca485e2d637f62,rap,0.0,0.391,0.236,0.618,0.449,-4.358,89.671,0.00566,0.773
648649,e58001cff661a5e830c0496f15211601,rap,0.0,0.655,0.287,0.405,0.437,-2.541,172.433,0.00826,0.94
1626009,59c37ef972a26b82efb475b72e75a35d,rap,0.0,0.716,0.0609,0.604,0.709,-6.591,94.161,0.0876,0.771
1513762,42ec2fb025dd554115d42a311183d05d,rap,0.0,0.207,0.444,0.426,0.282,-5.424,71.046,0.112,0.67
6304887,06d4bc5e7c3a7fc298a700e0a5f4bff3,rap,0.0,0.116,0.172,0.61,0.301,-8.577,121.17,0.000823,0.827
1375265,69bd308d0f5ece8c2c4f932c471bd2d2,rap,0.925,0.0992,0.0511,0.751,0.375,-15.414,107.988,0.926,0.0575
2199791,1cd450f0dffdc3239133ecd0d98febf5,rap,0.0,0.33,0.3,0.845,0.794,-6.528,104.243,0.211,0.786
1758485,571903bd50b06d70db1a7c5a4fea2129,rap,2.87e-06,0.116,0.0374,0.641,0.575,-3.966,92.699,0.0089,0.891
1861805,67796091578a09c3b4f47816326ddf23,rap,0.0,0.341,0.0488,0.608,0.67,-5.748,167.968,0.0414,0.756
1400418,ec690b91469cee99fc513ec1cdd7bc93,rap,0.0,0.114,0.225,0.559,0.208,-7.591,151.923,0.531,0.674
4945283,89194f074b8a0c64f04a3a012e2a6250,rap,0.0,0.189,0.536,0.786,0.577,-4.932,126.582,0.257,0.798
4023720,8a16bc241985a4296c45b8e2dab126f3,rap,3.98e-06,0.36,0.246,0.791,0.397,-6.362,82.102,0.153,0.638
1355432,1107e347022775f9e8144625f4ebe64c,rap,4.56e-06,0.0602,0.0858,0.839,0.922,-5.669,97.004,0.0324,0.641
2200027,f50b03fe7f31315dbe5fe47d20eec809,rap,0.0,0.0599,0.256,0.779,0.796,-12.228,110.159,0.0666,0.83
6164922,c126a50dbc047e463564841cbdcd8e09,reggae,0.0,0.422,0.25,0.658,0.759,-8.676,137.398,0.309,0.454
5862184,1b016d91d7bd96e355e293d55331bbf6,reggae,0.0181,0.116,0.0695,0.796,0.566,-7.857,143.994,0.02,0.566
1669259,eee1f49e3e878e0ee9963192ae12e453,reggae,0.0456,0.104,0.0648,0.839,0.755,-12.778,130.112,0.011,0.496
6165957,67feaee8892628f1e595ced4a52c4ce1,reggae,3.28e-05,0.061,0.095,0.661,0.663,-10.128,80.493,0.514,0.466
4794283,6a9c4ede614c8983f0091cd86b96bfd8,reggae,0.0,0.0742,0.109,0.758,0.817,-5.947,78.097,0.00834,0.459
4014811,c6dc2a702c0e0fdc45014a48107f4493,reggae,0.00172,0.135,0.0528,0.686,0.463,-12.75,112.634,0.0242,0.42
4400981,9915b7b933ceb2c64184c79906b3b2cc,reggae,0.0,0.15,0.179,0.873,0.969,-6.371,146.447,0.0557,0.645
3793857,d96a878503149a9b1cb2419dd747e191,reggae,0.0,0.0812,0.0781,0.934,0.921,-10.192,127.491,0.0631,0.429
5601409,3fedd938402e309bcb8273e8eea33ef3,reggae,0.00811,0.256,0.0581,0.422,0.3,-6.855,107.786,0.0045,0.865
54427,07e90f2e239bbb595c7255e50a22bcbc,reggae,0.602,0.176,0.087,0.695,0.671,-22.796,131.811,0.0117,0.217
3410707,3eba9d12f59abc71a2d4fac835047b05,reggae,0.0,0.0709,0.082,0.556,0.336,-2.224,104.973,0.00119,0.881
4172740,2add271f8c69437a7cd72de2ab5b5fa5,reggae,0.0,0.405,0.263,0.589,0.606,-6.959,144.942,0.0602,0.828
248743,f89fcc7ccab61b48a707fa34fa872a58,reggae,0.000213,0.413,0.0531,0.815,0.71,-7.549,119.155,0.527,0.474
6069779,d738bce9fa8424bcecc47492b3449b82,reggae,8.78e-05,0.138,0.0329,0.854,0.841,-8.675,84.795,0.0763,0.378
2387796,137b771b9f2087600c6e207195155368,reggae,0.000419,0.283,0.0594,0.626,0.798,-2.355,81.107,0.525,0.781
3793920,f4e458e347be7d1807db64776874a2b3,reggae,0.0,0.176,0.161,0.724,0.506,-8.093,85.016,0.00308,0.51
3209123,325469a6f974fe7167c1624162aff888,reggae,3.42e-06,0.0752,0.111,0.796,0.85,-6.365,145.496,0.202,0.59
2482804,7ac982ab8dd347be04f9ed572b535152,reggae,0.0,0.0552,0.121,0.766,0.861,-10.306,122.456,0.00884,0.529
5610601,b9aa189ad5e51fc29c7d0669bb312838,reggae,2.44e-05,0.0736,0.258,0.866,0.908,-11.14,126.522,0.107,0.542
211809,7ccd3f1ab65780f97aa8bd93be6d5a2f,reggae,2.35e-05,0.0825,0.0358,0.796,0.788,-6.431,127.051,0.0172,0.565
2145091,83e8d5d00e4534de701715a79b5c2e0f,reggae,0.0178,0.248,0.153,0.722,0.69,-6.07,165.998,0.825,0.605
4935884,64a7f6d813746c69a813c13d5a4ffd7b,reggae,0.119,0.292,0.0473,0.838,0.987,-6.959,120.216,0.0185,0.814
4102490,1c570785c46936446cc7062a4136edb1,reggae,0.000122,0.201,0.13,0.915,0.696,-9.636,127.35,0.011,0.807
396653,488e283b1a7857fc22367220ea469a88,reggae,0.872,0.256,0.05,0.775,0.826,-12.256,132.41,0.0208,0.667
1093004,1d7c800fbdc404adc942c9831e0b4bda,reggae,0.0,0.0505,0.123,0.708,0.938,-8.813,158.154,0.0826,0.675
4119324,f977f06ef825db31fc4b443295012932,reggae,0.0,0.122,0.335,0.477,0.773,-12.274,167.907,0.238,0.566
4183106,3b3e69174752046a5c44424a25a4bedb,reggae,9.45e-05,0.156,0.156,0.677,0.404,-8.446,82.69,0.0259,0.552
3358907,60f93eff40fcef28b4922a568f8de3c5,reggae,0.0,0.106,0.311,0.556,0.466,-9.809,123.869,0.536,0.346
384448,318464dd335320621baaee9b83fb0ec4,reggae,0.00235,0.302,0.0372,0.623,0.826,-12.713,73.641,0.03,0.469
4034451,d21f3145504ed6bba05c512d6620c601,reggae,0.0504,0.079,0.0843,0.812,0.0983,-4.332,128.019,0.00185,0.698
648980,4d17dec74b681c3c8335519f3d68f619,reggae,2.62e-06,0.275,0.0551,0.715,0.593,-8.278,75.086,0.0177,0.675
3447541,5b528e5e1058912fceb60b1f953e3b46,reggae,0.882,0.187,0.11,0.641,0.962,-8.283,93.213,0.357,0.858
5952885,c9d61a423aaff400a61bc46a6b41ef24,reggae,6.55e-05,0.107,0.037,0.51,0.205,-4.808,115.02,0.0121,0.7
2388286,446fe15c983483112048be4b9a3bf8ba,reggae,2.05e-06,0.0697,0.639,0.77,0.897,-16.6,150.179,0.338,0.294
5911606,a3642997a070fbf1fe81e6ece2cc51e3,reggae,3.81e-06,0.192,0.0408,0.754,0.86,-9.632,97.01,0.271,0.757
556401,e251fa02046fd511173d05e939ea2c2f,reggae,0.0323,0.0767,0.0714,0.828,0.836,-12.036,91.869,0.00121,0.712
4223747,60ba17a4e471b214cb648e7ee5d15676,reggae,5.46e-05,0.472,0.0589,0.747,0.912,-5.443,106.758,0.163,0.911
3377380,85b2c684e6a162d3385fd8c2b2807809,reggae,0.0,0.0565,0.0914,0.673,0.752,-7.811,86.558,0.0783,0.588
286189,cf58d6e031ff65e5504f9bb97ff14ad7,reggae,0.0,0.65,0.14,0.759,0.587,-7.152,86.159,0.00754,0.564
4142006,d0520e345fc82d585e670aad21383083,reggae,2.9e-05,0.0754,0.0784,0.525,0.563,-8.56,163.503,0.262,0.929
1625912,59c37ef972a26b82efb475b72e75a35d,reggae,0.0,0.716,0.0609,0.604,0.709,-6.591,94.161,0.0876,0.771
3990508,d7afc8a6223e705403ce5340845a3aae,reggae,0.0,0.355,0.16,0.857,0.664,-5.934,86.777,0.0649,0.672
6108383,8e2ac4ec864e2d5882516d0e6046190a,reggae,0.0,0.0891,0.233,0.935,0.827,-5.583,96.913,0.102,0.608
1169340,0b85a850ab691dc6809dc6fdfba661c7,reggae,6.24e-06,0.063,0.058,0.756,0.838,-3.821,101.287,0.0887,0.814
6150252,1114b08429dbfdc824d262328b6186e6,reggae,0.0,0.363,0.0419,0.687,0.364,-10.53,80.824,0.0343,0.427
5953429,657cff1b71495d451cc947947e4ab0cc,reggae,3.4e-05,0.424,0.397,0.74,0.583,-13.222,91.745,0.074,0.445
3360126,6496ac5b51c3be5752347860e91bcfa9,reggae,0.000138,0.0837,0.03,0.506,0.215,-9.956,140.015,0.207,0.453
3385724,2802bfc9025d9d1e5d16cf9ce4907eb4,reggae,0.0,0.0761,0.113,0.819,0.753,-15.495,103.307,0.194,0.497
4010948,8ccb591fbefca7b5377e00bbe575bed2,reggae,0.102,0.0387,0.0366,0.912,0.963,-5.319,114.681,0.139,0.534
3478614,2567d211e829abaedec41a4c3fcf83d5,reggae,4.36e-06,0.33,0.296,0.855,0.71,-7.14,95.086,0.304,0.743
1061524,d344ed52a878ab90058d1602ef055d5e,reggae,0.0123,0.0522,0.0644,0.726,0.826,-14.952,138.236,0.229,0.407
4213453,9f31157e7d3ddfcc0b3e0d33d894fca7,reggae,0.036,0.138,0.0949,0.751,0.562,-9.867,83.704,0.621,0.413
2545613,b9f7d759c9e7257c6f8705d8fc6997f1,reggae,0.0113,0.219,0.0347,0.532,0.39,-11.664,174.041,0.0108,0.523
3399963,e301d44110d311b3acc613a348895b6c,reggae,0.0,0.336,0.29,0.838,0.838,-6.131,96.643,0.195,0.705
1500594,3f271c983a0651d577c6c2b93def72ae,reggae,0.919,0.37,0.0466,0.433,0.375,-15.718,100.021,8.54e-05,0.762
3384409,51aaa42187f4e52b2639bc27cad688cf,reggae,0.0,0.193,0.173,0.837,0.646,-8.83,91.845,0.0511,0.517
6270841,b893cdb2f330c15cfc6f7f202a83701f,reggae,0.00301,0.0949,0.31,0.884,0.353,-6.781,92.972,0.0607,0.807
477794,14cc9e48382d8bc3e67d6f4be54aab16,reggae,0.000524,0.066,0.0745,0.771,0.663,-10.377,164.427,0.146,0.264
5386635,5e2aaaaf0a2089c0e1f03d3b5d0fdfbd,reggae,0.0,0.0984,0.363,0.677,0.807,-7.896,69.644,0.0195,0.487
645241,c8221962e4769d2038789b6665ec00c3,reggae,7.91e-06,0.0653,0.284,0.932,0.751,-8.664,124.122,0.137,0.462
5850599,37866dadc2b70ea61efce0136f7ec1a0,reggae,0.0,0.227,0.183,0.792,0.858,-6.574,103.368,0.725,0.562
3519968,a11cd028cd7a1cf3925b15eedf7a0411,reggae,0.0,0.0946,0.0503,0.574,0.51,-6.664,76.899,0.234,0.512
2397251,20f282f1e1ff3b609f9fa84f8ef7e8e5,reggae,0.0,0.141,0.248,0.525,0.69,-4.934,172.24,0.418,0.755
3255270,1b182eba9c9f6f5f5401f57ef35f8baa,reggae,0.0,0.229,0.0455,0.504,0.878,-4.794,79.39,0.0785,0.758
3386682,3757bdf9ef783a21c04235f08772d204,reggae,2.5e-05,0.323,0.0702,0.678,0.565,-7.385,76.903,0.00242,0.661
4120949,5c5d0216d33ab3a7551326225f3a02ff,reggae,0.0,0.293,0.431,0.597,0.544,-6.031,86.006,0.159,0.826
6151234,e3038723eefeebfeafaff960f18f817c,reggae,0.0,0.0796,0.32,0.858,0.821,-11.421,81.072,0.443,0.562
2584320,3f0b05c3bc94d51f81790bb9834c088d,reggae,0.0,0.0858,0.206,0.786,0.589,-5.296,84.31,0.169,0.673
6130317,353d8b0547bcf6f54d81735a5b54d108,reggae,0.276,0.129,0.252,0.808,0.617,-8.435,96.12,0.0208,0.726
5954866,036626fe9f3422b32e96fb8ec0556354,reggae,0.00128,0.426,0.0415,0.7,0.903,-4.366,122.614,0.0296,0.926
3943436,2471fa6cbe5e54f603fe35a281ef8f2d,reggae,0.00244,0.0976,0.105,0.896,0.755,-11.221,103.6,0.116,0.479
1669222,a78aafd6abbea8d1a1b2fe71fe79974d,reggae,0.0,0.235,0.309,0.678,0.769,-13.38,72.417,0.0291,0.537
5996288,779e9762df0e7bacf60900530ddeff7b,reggae,0.0,0.0742,0.083,0.691,0.887,-4.384,104.845,0.485,0.956
3455111,8bda6435719b3cc7e91f7714db84e492,reggae,0.0,0.342,0.115,0.808,0.79,-13.32,103.753,0.0772,0.749
5902686,ec92ae1ff2e2355656d097619941ae41,reggae,0.0,0.349,0.267,0.527,0.628,-7.133,127.996,0.293,0.645
3541308,2590b37e7d08ce0312a22d1978e280cc,reggae,0.0,0.324,0.0242,0.528,0.362,-7.13,78.965,0.545,0.366
1093918,2b13deea11d798d7ac8f811c1a0f7c17,reggae,0.0,0.165,0.0717,0.679,0.794,-8.037,102.588,0.632,0.575
3377246,72d203b9e7088c4c8a437bdf2f2424d3,reggae,3.84e-06,0.379,0.0965,0.477,0.59,-5.108,161.3,0.0283,0.846
695231,d361a6a913a4598e28a2613512727aef,reggae,1.17e-06,0.0626,0.0268,0.685,0.344,-10.985,139.295,0.552,0.367
642280,d9dc2de0728cc2f92a38801965a7d348,reggae,0.79,0.124,0.208,0.724,0.437,-12.126,85.791,0.0187,0.257
3452400,36b2abae27ec3570830d759d8207fffb,reggae,0.0,0.454,0.209,0.762,0.374,-6.784,90.089,0.0554,0.641
5890342,43495e93881a9692838e1dfd4fdc0c27,reggae,0.0,0.321,0.24,0.736,0.542,-6.231,86.404,0.0579,0.705
4037442,155b8dcbc1d70c59a4cac6f6fb60388f,reggae,1.1e-06,0.181,0.0428,0.539,0.296,-3.811,127.944,0.0128,0.882
6006880,66d9c9a9ed259f1b191b072ed848e0e8,reggae,0.0,0.0523,0.127,0.579,0.503,-7.103,145.905,0.0781,0.681
82189,c723bcfa476535765ba270fd32ed8910,reggae,4.57e-05,0.0688,0.0334,0.823,0.938,-5.323,125.026,0.113,0.822
3363718,a25e1a5b73fd79ebab470482e5d78692,reggae,0.000579,0.384,0.0577,0.651,0.767,-4.019,123.851,0.00184,0.908
3357939,302bf13fd8b822c1784fd97c353705dd,reggae,0.0,0.0397,0.311,0.768,0.767,-13.121,112.49,0.113,0.477
3361248,3ddab60132bb23b8cf58163639f4580c,reggae,0.000208,0.14,0.0606,0.729,0.803,-9.33,94.071,0.189,0.54
4208099,3240f81dc80e632d31256258fc230592,reggae,9.77e-06,0.333,0.171,0.163,0.162,-5.921,163.895,6.42e-06,0.949
5600778,2050db4f108b1d5ef4934e6d790392ae,reggae,1.57e-05,0.0731,0.056,0.841,0.95,-2.598,115.022,0.0908,0.805
3432785,948199a4c6d0ea7e6f4dbb75ab5cf7db,reggae,0.0,0.0969,0.0543,0.658,0.933,-2.063,126.015,0.0629,0.837
4331971,13e1bb0aa678f494b874c44a81680621,reggae,0.386,0.635,0.0353,0.692,0.32,-13.679,126.64,0.00208,0.678
556714,7f35182f51401adc0744c825294abc05,reggae,0.0,0.114,0.114,0.672,0.914,-5.034,153.37,0.0674,0.839
4335667,f36ea161fdb5d43ed7c91c6f3d7ec844,reggae,0.000135,0.111,0.0651,0.73,0.808,-12.416,156.291,0.236,0.459
3376962,f461f4aba1791866573c6871a426de26,reggae,4.64e-05,0.0828,0.0436,0.545,0.469,-4.867,125.014,0.0309,0.78
3565042,c2473521640893be27c55e7f08ee7282,reggae,0.0,0.258,0.0845,0.685,0.894,-9.578,143.04,0.000379,0.6
4950738,6a9f90a8fccb0ae11beb1f6df4047c76,reggae,0.0,0.145,0.352,0.636,0.783,-6.192,86.621,0.135,0.828
3447589,91fa29213fdec34c632df0990cdc0f95,reggae,0.0,0.0504,0.0314,0.709,0.454,-9.497,134.165,0.0792,0.521
6320859,4b7b82e67378e27c4e0bb6215e8a1ac5,reggae,0.363,0.0472,0.0418,0.838,0.915,-11.347,118.945,0.126,0.727
152450,fa7a5133f21aa6675e80eb5192279cad,reggae,0.92,0.663,0.413,0.653,0.68,-15.828,137.29,0.0614,0.354
4119534,cdfd3883413fb75699cfa12f38fe4f77,rnb,0.0,0.105,0.322,0.582,0.57,-6.61,73.853,0.543,0.654
5996429,e6bf733c718ec26eceea8107b64b26f0,rnb,0.0,0.061,0.0876,0.767,0.525,-9.127,92.158,0.00247,0.538
2440964,a11bf0d121fe13524bac6e86bdf25991,rnb,0.195,0.0729,0.0453,0.696,0.59,-10.14,96.935,0.0334,0.721
4272084,dfdb868fd1ed9b81a86801757d44a200,rnb,0.0,0.127,0.0546,0.689,0.52,-3.78,127.144,0.106,0.845
3056287,5e456aca5af509615a813c38757c316d,rnb,0.000188,0.289,0.0674,0.475,0.196,-7.385,74.983,0.228,0.7
1341778,c84f5cd786220c3aedfff74ce318d7a0,rnb,0.0,0.155,0.287,0.43,0.623,-1.035,159.949,0.38,0.919
4449708,48d3fcb3c518398001fdb7eaaa65ce88,rnb,0.0,0.312,0.212,0.731,0.319,-5.219,138.071,0.0407,0.659
5705483,d141f06ee5c7dab2f9cf54cc645d6e7a,rnb,0.0,0.255,0.0304,0.503,0.214,-10.758,120.0,0.839,0.274
4140171,7df860367d50b9fe8cc742b3c67e4441,rnb,0.0,0.11,0.11,0.378,0.118,-5.914,78.713,0.00563,0.55
1541564,d53769304b1b89eb87cbb97a424d5f33,rnb,0.0,0.2,0.353,0.475,0.649,-4.804,172.163,0.299,0.773
1581948,052805c6775038e66c9887249568b7c8,rnb,0.0,0.246,0.332,0.735,0.68,-4.045,95.076,0.0229,0.876
3388821,71916ff1164e8c1b4807fc27fb75d760,rnb,0.538,0.348,0.0817,0.666,0.445,-6.561,112.589,0.0785,0.836
4506606,f983507b5cf9ab9c18e6b5bc8e7507c3,rnb,0.0,0.337,0.179,0.664,0.665,-7.141,70.502,0.282,0.659
1535057,a313057d08d763f4f21088ae0d48df5b,rnb,0.0,0.088,0.0651,0.788,0.13,-4.516,122.065,0.0448,0.617
6130507,6aabdd24470b2f941dc42c45c3c8e1d1,rnb,0.0,0.0187,0.361,0.691,0.891,-6.871,139.713,0.107,0.808
147721,bd57cd15f250a36dff89e427493bfa3f,rnb,0.0,0.135,0.123,0.491,0.582,-7.274,98.092,0.0347,0.512
1453713,52fdc2a95897ba53feca961dd9032436,rnb,1.96e-06,0.044,0.0458,0.761,0.87,-13.403,112.789,0.102,0.633
4511177,619957093078202e503b0b95932d13a6,rnb,0.0,0.0812,0.0889,0.856,0.193,-7.388,118.275,0.0467,0.519
6321286,2ed73741c3db5b9b47c5329f235e2179,rnb,2.22e-05,0.114,0.196,0.883,0.457,-7.29,100.964,0.00963,0.726
3482991,1fc4fdf19f9ca8ba6cb07191bc9f5a6e,rnb,0.0,0.122,0.26,0.635,0.675,-6.449,93.603,0.132,0.766
3388321,beee323e9c6330eed91763841e3bc038,rnb,0.0,0.297,0.47,0.412,0.713,-6.008,130.159,0.102,0.876
2137381,aa2ed6d9e9d5527714a9f46f4ac7e8d6,rnb,0.431,0.131,0.0328,0.751,0.56,-7.187,100.48,0.0055,0.611
4978089,e81a4ec52906610aa7545c4bbc8023f3,rnb,0.0125,0.0615,0.0451,0.734,0.645,-15.19,107.799,0.00661,0.686
1511846,425fa138b30536514efb2100d952ba00,rnb,0.0041,0.338,0.0538,0.788,0.179,-6.757,107.004,0.0437,0.714
1632162,651af0316da6b82c6c7e51d302552094,rnb,0.00292,0.122,0.0415,0.639,0.52,-9.116,99.629,0.0014,0.448
1778648,2d7ab114e4edbcb63d28b6e30b59df3c,rnb,0.000104,0.152,0.061,0.366,0.162,-12.605,145.205,0.737,0.328
3357513,02c1a9b7522d05d9ed5d5d6ad78f8058,rnb,0.000364,0.107,0.106,0.766,0.741,-17.378,92.183,0.0822,0.349
4270272,de7a3c56aaaa5952a8655df5ae44c636,rnb,0.0,0.176,0.322,0.578,0.294,-6.107,130.089,0.000986,0.825
4286411,4ccd122941cc91f1e22074352084b275,rnb,0.0,0.105,0.204,0.877,0.546,-6.794,139.939,0.0253,0.768
3452422,3bfe1caef9d4269575542a6394f90b99,rnb,0.0021,0.0573,0.0356,0.621,0.543,-12.563,69.733,0.207,0.326
4102486,1c570785c46936446cc7062a4136edb1,rnb,0.000122,0.201,0.13,0.915,0.696,-9.636,127.35,0.011,0.807
1755721,135602c7cd23e224973808f8393b57fa,rnb,0.0,0.255,0.103,0.609,0.634,-5.42,139.857,0.133,0.8
1781012,8996878c6541020023b4c6a56b5848c3,rnb,0.0,0.127,0.475,0.564,0.4,-9.727,91.632,0.633,0.509
3991183,ac7172217a1e0fca1f3a685651d8c9a1,rnb,0.685,0.0298,0.0492,0.77,0.759,-7.086,109.883,0.0106,0.858
6040797,3d0e26a8f579c39f2ccc86ed38b6b364,rnb,0.0,0.255,0.146,0.835,0.814,-6.746,110.046,0.608,0.576
4284747,137774d75a554a7bf6054d590106e9ed,rnb,0.0,0.344,0.158,0.625,0.418,-5.236,117.884,0.0889,0.912
2840752,5d2f0a7f4fc6376a6a43a6c609d1c27d,rnb,0.000467,0.246,0.0328,0.64,0.826,-11.28,93.483,0.0337,0.535
932785,b0c97092021ea34db9fbdf1ef9fe8d87,rnb,0.0,0.0549,0.135,0.618,0.846,-4.308,71.002,0.114,0.712
1215254,4c839e68ed3f31bef1395401edeb26ef,rnb,5.73e-05,0.0419,0.0844,0.854,0.877,-6.166,103.032,0.0402,0.543
1812947,a11cd028cd7a1cf3925b15eedf7a0411,rnb,0.0,0.0946,0.0503,0.574,0.51,-6.664,76.899,0.234,0.512
1780788,34e0b2ae3134440feda68b42e0ad8012,rnb,7.82e-05,0.893,0.0898,0.709,0.674,-4.465,133.037,0.00157,0.96
1367568,d784bdbcdc0b680f00875f64b0aa4348,rnb,2.59e-06,0.0805,0.0378,0.652,0.247,-5.318,107.99,0.0807,0.663
1576133,2da3d3a2488230c49b96b937259bd013,rnb,0.0,0.0608,0.784,0.628,0.697,-8.744,106.69,0.0852,0.708
1452416,fa7c2553f43349e39c7dd2d8066006f3,rnb,0.712,0.197,0.0444,0.654,0.18,-6.62,91.023,0.000212,0.613
1674765,9aeb6be38c9bc2d4a2e1c4d69b670a98,rnb,0.00191,0.381,0.334,0.726,0.4,-6.668,99.873,0.0168,0.698
1682103,9247bad56616b65d1b11b5586fd21f27,rnb,0.0,0.107,0.0645,0.52,0.402,-5.5,85.917,0.678,0.616
4376136,e315b4ee3ca874b4b6cb7edcf45949e1,rnb,0.0,0.17,0.0746,0.671,0.574,-6.223,126.053,0.0972,0.714
1355625,826c392cf4fc5205c874d631dc68ee6b,rnb,0.0,0.358,0.0806,0.743,0.24,-4.418,134.074,0.00974,0.891
4385654,db6b353f05a944a94967242e5f6e89d7,rnb,8e-06,0.107,0.209,0.953,0.391,-12.413,100.999,0.00566,0.452
66551,732af1bd0beecccdd797b46ae2ad4fc5,rnb,0.0062,0.0292,0.043,0.817,0.9,-13.482,108.752,0.169,0.504
4117729,49a1315afead927183a7a877a3391dc6,rnb,0.0,0.121,0.249,0.627,0.549,-5.909,80.02,0.0164,0.822
3805123,618f5f0de830b1cfdb935d05a316567c,rnb,0.0,0.226,0.0349,0.705,0.651,-5.603,129.999,0.537,0.572
1797562,5e102127b2acbb25a7f23e7d6f77b98d,rnb,8.91e-06,0.114,0.333,0.515,0.519,-7.071,187.959,0.00201,0.642
2999251,f696b844de4dc3f57a2db3067cf3ecc5,rnb,0.0,0.128,0.043,0.567,0.418,-6.633,169.791,0.252,0.468
3412040,9a3e2f451d4e9a6c8ef512001c29e686,rnb,3.33e-05,0.0805,0.0659,0.809,0.689,-6.594,111.012,0.278,0.731
3173685,91fa29213fdec34c632df0990cdc0f95,rnb,0.0,0.0504,0.0314,0.709,0.454,-9.497,134.165,0.0792,0.521
